Probeset WT-miRNA - Sample ID:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
miR-548m	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
miR-548s	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	12	0	0	1	1	2	0	3	5
miR-548t-5p	0	1	1	0	1	0	3	0	1	1	1	0	0	0	2	38	1	2	0	0	2	0	0	1
miR-548v	0	0	2	0	0	0	5	2	0	1	0	0	0	0	2	91	1	1	2	1	10	0	2	1
miR-548w	0	8	28	7	13	0	49	49	6	27	37	5	0	0	50	1417	16	17	11	9	45	0	17	23
miR-548x-3p	0	0	0	0	1	0	1	24	21	1	0	2	0	0	0	13	0	0	1	0	1	0	40	38
miR-548y	0	1	1	0	0	0	2	11	7	1	0	1	0	0	5	86	2	0	3	1	10	0	5	7
miR-549a	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	12	0	1	2	0	7	0	3	2
miR-550a-3-5p	0	1	0	0	1	0	3	0	0	3	1	0	0	0	3	18	0	2	2	2	2	0	1	0
miR-550a-5p	0	1	1	4	0	0	2	3	0	0	1	0	0	0	6	68	0	0	0	16	4	0	36	6
miR-550b-2-5p	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	50	1	2	1	0	3	0	1	1
miR-551a	0	1	2	0	0	0	1	3	1	1	1	0	0	0	5	24	1	1	0	1	5	0	1	6
miR-551b-3p	0	0	4	2	2	0	5	2	29	0	1	1	0	0	6	30	5	6	2	1	3	0	3	3
miR-551b-5p	0	0	0	0	0	0	0	3	2	2	3	1	0	0	1	31	0	0	2	1	2	0	5	4
miR-552-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	1	1	5	0	0	1
miR-552-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	2	0	0	2
miR-553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	1	0	1	0
miR-554	0	0	1	0	1	0	1	2	0	1	3	1	0	0	2	35	2	2	0	0	7	0	4	4
miR-555	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	16	1	1	0	0	4	0	3	1
miR-556-3p	0	0	1	1	0	0	0	3	8	0	0	0	0	0	2	6	0	0	0	0	1	0	18	11
miR-556-5p	0	0	0	0	0	0	1	6	13	0	0	0	0	0	0	5	0	0	0	1	4	0	13	23
miR-557	0	1	1	0	0	0	0	0	0	2	3	1	0	0	0	57	0	3	1	1	2	0	4	1
miR-5571-3p	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	22	1	1	1	0	8	0	4	6
miR-5571-5p	0	1	2	2	0	0	1	29	29	0	2	2	0	0	0	54	1	2	1	1	0	0	57	44
miR-5572	0	2	5	0	0	0	2	9	3	3	2	1	0	0	3	159	0	0	0	10	11	0	6	3
miR-5579-5p	0	0	0	0	1	1	1	2	1	0	0	0	0	0	1	1	1	0	0	0	3	0	6	6
miR-558	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	15	0	0	1	0	2	0	0	3
miR-5580-3p	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	18	1	0	0	0	3	0	4	2
miR-5581-3p	0	0	1	1	1	0	0	0	0	3	4	0	0	0	3	21	0	0	5	0	2	0	0	2
miR-5581-5p	0	0	0	0	0	0	1	1	0	3	3	0	0	0	2	41	3	2	1	0	2	0	1	1
miR-5582-3p	0	0	1	0	0	0	1	6	2	0	0	0	0	0	0	13	0	0	1	0	0	0	9	23
miR-5582-5p	0	0	1	0	1	0	1	7	6	0	0	1	0	0	0	8	0	0	3	0	0	0	22	26
miR-5583-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
miR-5584-3p	0	0	1	0	3	0	0	14	13	2	0	1	0	0	0	8	0	0	0	0	0	0	18	18
miR-5584-5p	0	1	0	0	0	0	2	14	10	0	0	0	0	0	0	21	0	0	3	6	3	0	18	22
miR-5585-3p	1	112	308	275	219	2	328	407	147	341	417	173	6	3	419	30204	247	346	348	228	610	0	826	4
miR-5585-5p	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	49	0	1	1	0	1	0	1	0
miR-5586-3p	0	1	1	2	0	0	1	0	0	1	2	0	0	0	4	85	2	3	2	1	5	0	0	0
miR-5586-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
miR-5587-3p	0	0	0	0	1	0	0	9	7	2	1	0	0	0	1	31	1	1	3	2	1	0	17	17
miR-5587-5p	0	5	6	3	4	0	1	72	65	3	4	9	0	0	1	61	3	3	6	6	6	0	174	381
miR-5588-5p	0	1	1	1	0	0	0	2	0	0	0	0	0	0	1	16	0	0	2	0	2	0	1	0
miR-5589-3p	0	0	0	1	2	0	1	3	3	1	2	0	0	0	2	42	2	1	2	1	3	0	6	6
miR-5589-5p	0	2	0	0	2	0	1	2	2	1	5	1	0	0	4	223	1	7	4	0	15	0	3	2
miR-559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1
miR-5590-5p	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
miR-5591-3p	0	29	57	25	28	0	80	77	48	68	74	26	0	1	91	1696	37	46	44	36	111	0	102	145
miR-561-3p	0	4	3	6	3	0	5	63	59	5	3	0	0	0	2	55	1	3	2	2	0	1	114	341
miR-561-5p	0	1	5	3	4	0	3	53	32	1	2	3	0	0	4	51	2	3	7	4	8	1	81	199
miR-562	0	0	1	0	1	0	1	0	0	0	2	0	0	0	1	26	0	0	1	0	4	0	1	1
miR-563	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	13	0	0	0	1	3	0	11	13
miR-564	0	26	14	3	1	0	13	7	5	6	12	7	0	0	20	142	5	8	4	4	15	0	17	12
miR-566	0	3	10	15	6	6	31	32	15	26	37	10	0	1	25	2999	18	34	12	5	183	1	143	7
miR-567	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	10	0	0	0	0	0	0	2	8
miR-568	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	7	4
miR-5680	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	20	1	0	0	0	0	0	0	0
miR-5682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	1	4
miR-5683	0	0	2	2	2	0	0	18	5	0	0	1	0	0	2	17	1	0	1	1	0	0	45	61
miR-5684	0	2	5	4	1	1	21	11	2	8	14	1	0	0	17	807	7	8	2	3	52	0	57	1
miR-5685	0	0	0	2	1	0	0	4	6	2	0	0	0	0	0	37	1	1	3	1	4	0	6	10
miR-5687	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	1	0	1	0	0	0	0	1
miR-5688	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	1
miR-5689	0	0	2	0	1	0	2	3	2	3	2	0	0	0	4	109	0	2	1	1	8	0	3	2
miR-569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
miR-5690	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5	0	1	1	6	0	0	2
miR-5691	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	1	0	3	0	3	3
miR-5692a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
miR-5692b	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
miR-5692c	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0
miR-5693	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	0	0	0	0	0	0	2	0
miR-5694	0	0	3	1	1	0	2	9	5	0	6	1	0	0	3	101	0	2	1	0	12	0	45	56
miR-5695	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	20	1	0	0	2	2	0	3	3
miR-5696	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	1	0
miR-5697	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0
miR-5698	0	1	0	1	0	0	4	0	1	5	6	0	0	0	9	160	0	1	1	2	7	0	3	1
miR-5699-5p	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	42	1	1	0	1	5	0	1	0
miR-5700	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
miR-5701	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	4	0	0	1	0	1	0	4	4
miR-5702	0	0	0	0	0	0	1	11	2	0	1	0	0	0	1	23	1	1	0	0	7	0	21	15
miR-5703	0	3	4	4	1	0	5	3	3	1	2	2	0	0	3	21	6	1	2	49	14	0	7	3
miR-5704	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
miR-5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	1	2	0	1	0	2	0
miR-5706	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	21	0	1	0	0	3	0	0	0
miR-5707	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	29	1	0	1	2	2	0	0	0
miR-571	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	18	0	0	0	0	1	0	1	0
miR-572	0	1	2	1	2	0	0	13	12	1	2	1	0	0	3	75	1	0	5	2	0	0	41	45
miR-573	0	0	1	2	1	0	1	0	0	0	5	0	0	0	1	20	0	0	0	0	1	0	1	1
miR-5739	4	22	21	26	28	6	11	101	38	22	30	25	0	1	17	384	4	8	33	643	103	0	76	41
miR-574-3p	0	81	118	46	62	6	174	66	51	140	201	61	1	1	181	4186	151	92	138	84	1016	0	65	52
miR-574-5p	0	54	143	60	85	5	207	60	39	99	164	64	2	0	229	2602	82	53	123	118	298	0	439	1
miR-575	0	4	2	2	3	0	5	4	0	1	2	2	0	0	3	100	3	2	1	12	7	0	2	2
miR-576-3p	0	1	2	1	1	0	12	3	1	3	3	0	0	0	11	80	1	1	2	0	5	0	4	2
miR-576-5p	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	8	0	0	0	0	2	0	8	3
miR-577	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
miR-578	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	15	1	0	1	0	0	0	0	0
miR-5787	121	5456	8706	3071	2578	36	3021	5445	2075	10013	12375	3548	34	40	7325	146346	2088	5510	4471	5199	3746	32	151157	802
miR-579-3p	0	0	3	0	0	0	6	0	0	0	1	0	0	0	5	5	1	1	1	0	5	0	0	0
miR-579-5p	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	13	1	1	0	0	2	0	3	2
miR-580-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	1	1
miR-580-5p	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	0	4	0	0	1
miR-581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0
miR-582-3p	0	4	8	4	3	0	15	88	32	5	5	2	0	0	15	89	2	1	7	5	17	0	112	575
miR-582-5p	0	2	6	0	0	1	36	3	1	3	1	0	0	0	22	11	15	0	2	2	41	0	12	74
miR-583	0	0	1	0	0	0	0	1	0	0	1	26	0	0	12	8	0	0	0	0	0	0	5	5
miR-584-3p	0	1	2	3	0	2	2	6	8	4	1	1	0	0	6	90	3	2	1	1	17	0	8	9
miR-584-5p	0	1	5	0	0	0	20	0	133	3	7	1	0	0	34	14	3	0	1	1	92	0	0	5
miR-585-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
miR-586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
miR-587	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0
miR-588	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	1	0	0	1	0	0	0
miR-589-3p	0	3	7	0	0	0	10	0	0	6	2	0	0	0	10	15	7	2	0	0	5	0	0	0
miR-589-5p	0	1	5	0	0	0	11	0	1	1	6	0	0	0	2	8	2	0	0	0	2	0	0	5
miR-590-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2
miR-590-5p	0	25	47	4	1	3	170	4	63	32	48	2	1	1	145	14	108	15	6	6	312	0	1	0
miR-591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
miR-592	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	15	0	1	2	0	2	0	0	0
miR-593-3p	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	12	1	1	1	0	2	0	0	0
miR-593-5p	0	0	0	1	0	0	0	6	4	1	1	2	0	0	2	100	1	0	4	1	2	0	8	10
miR-595	0	0	2	1	0	0	1	2	5	0	0	0	0	0	0	59	1	1	0	0	3	0	0	0
miR-597-3p	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	21	0	0	0	0	1	0	0	0
miR-597-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	1	0	2	0	1	0
miR-598-3p	1	1	8	0	0	0	25	0	2	8	1	0	0	0	18	18	10	4	0	0	125	0	0	2
miR-598-5p	0	0	1	0	2	0	1	2	2	1	1	0	0	0	0	21	1	1	1	3	2	0	2	2
miR-600	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	1	0	0	1
miR-601	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	33	0	1	0	0	2	0	1	0
miR-602	2	71	108	2	1	1	392	42	31	36	111	2	0	0	316	531	17	13	5	23	19	0	350	862
miR-604	0	0	0	0	0	0	2	3	3	0	2	0	0	0	0	45	0	1	0	1	3	0	9	11
miR-605-3p	0	1	3	4	2	0	2	56	50	3	0	3	0	0	2	30	1	3	3	4	1	0	95	104
miR-605-5p	1	0	2	4	0	0	1	26	30	0	1	0	0	0	1	30	1	2	2	2	0	0	44	56
miR-606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
miR-6068	0	10	13	14	18	0	15	109	37	8	14	17	0	0	9	208	10	4	26	29	12	0	151	189
miR-6069	0	1	2	0	0	0	1	6	6	0	0	0	0	0	0	39	0	2	1	0	1	0	60	154
miR-607	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
miR-6070	0	0	1	2	0	0	1	16	11	0	3	0	0	0	2	85	0	0	3	0	1	1	123	633
miR-6071	0	5	7	4	5	0	3	31	14	3	4	8	0	0	4	55	4	4	7	7	3	0	52	73
miR-6072	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	21	0	0	0	1	1	0	7	9
miR-6073	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
miR-6075	0	1	0	0	0	0	1	2	2	0	0	2	0	0	1	54	2	3	4	232	4	0	15	5
miR-6076	0	2	1	2	3	0	7	10	14	5	4	1	0	0	3	65	8	1	3	4	9	0	24	12
miR-6077	3	18	36	57	52	0	25	673	194	33	33	43	0	0	41	685	13	21	50	63	15	0	1390	2516
miR-6078	0	0	2	1	0	0	1	2	0	5	8	1	0	0	2	73	2	1	1	1	5	0	3	1
miR-6079	0	0	0	0	1	0	1	1	0	1	4	0	0	0	2	11	1	0	0	1	1	0	0	0
miR-608	0	0	0	1	0	0	0	2	1	1	0	1	0	0	1	41	0	0	0	0	0	0	3	2
miR-6080	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	11	62
miR-6081	0	0	3	2	0	0	1	8	5	0	0	0	0	0	1	40	2	0	1	2	2	0	6	8
miR-6082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1	3	0	1	0
miR-6083	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	22	1	0	0	0	2	0	0	2
miR-6084	2	1	0	1	1	0	0	17	12	0	1	1	0	0	0	84	3	0	3	1	3	0	379	1760
miR-6085	2	24	14	7	13	0	9	144	39	15	16	4	0	0	23	795	4	9	11	391	28	0	515	56
miR-6086	0	19	9	10	3	0	12	43	9	13	11	9	0	0	12	289	7	3	9	263	20	0	52	11
miR-6087	34	13135	17927	3838	957	120	10695	7598	461	14776	17919	2879	22	19	19829	70979	17805	10742	3209	2016	13881	23	60712	629
miR-6088	0	121	297	68	6	2	133	124	7	275	298	23	1	1	593	1956	161	167	56	462	121	0	1137	38
miR-6089	16	505	1195	1777	1470	2	472	4882	942	1338	1200	1577	7	6	567	34313	641	1270	2118	3571	272	24	148043	2617
miR-609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
miR-6090	76	3473	4212	3582	1847	26	406	12592	1470	4650	5295	3277	14	13	2235	73806	2107	3958	4611	6342	2532	16	84881	1797
miR-610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	2	0	0	1	1
miR-611	0	1	0	0	2	0	1	26	25	2	1	2	0	0	0	25	0	0	2	1	0	0	151	367
miR-612	0	2	2	3	1	0	2	1	0	0	1	1	0	0	2	68	0	1	2	0	11	0	11	5
miR-6124	0	47	27	37	22	1	15	448	298	53	54	60	0	0	15	312	15	20	144	9654	28	0	253	138
miR-6126	79	14588	12414	9569	2307	33	2381	3567	6368	18150	19361	7166	22	32	9890	171325	2665	8947	11113	2371	2038	38	199801	210
miR-6127	0	8	7	9	2	0	3	125	22	8	7	7	0	0	8	189	4	12	15	243	18	1	125	52
miR-6128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	1	1
miR-6129	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
miR-613	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	15	0	0	0	1	1	0	0	3
miR-6130	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	1	0	0	1	0	0	2
miR-6131	15	98	120	22	44	18	493	76	2905	94	121	19	3	3	193	1370	39	50	77	70	3212	4	4225	4
miR-6132	0	2	1	0	0	0	2	3	0	2	3	1	0	0	2	115	0	1	2	5	6	0	21	4
miR-6133	0	2	2	3	0	0	0	17	1	2	4	2	0	0	3	31	2	1	4	39	4	0	45	11
miR-6134	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	2	0	8	3
miR-614	0	2	1	0	0	0	4	1	0	2	6	1	0	0	2	31	0	4	3	0	16	0	6	5
miR-615-3p	0	0	0	1	0	0	0	10	6	1	0	0	0	0	2	47	1	0	2	1	0	0	18	19
miR-615-5p	0	2	6	24	0	0	1	10	12	2	1	6	0	0	7	88	1	0	2	1	2	0	40	45
miR-616-3p	0	7	11	4	8	0	12	12	5	17	20	1	0	0	13	334	8	9	6	4	23	0	22	10
miR-6165	0	33	22	9	4	1	26	236	9	28	28	13	0	0	35	820	18	20	15	199	91	0	129	40
miR-616-5p	0	1	4	0	1	0	9	5	4	5	4	0	0	0	10	119	3	4	1	0	11	0	11	9
miR-617	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	13	0	1	0	0	1	0	3	0
miR-618	0	1	0	0	0	0	1	2	2	1	3	0	0	0	3	22	2	1	3	1	4	0	3	1
miR-619-3p	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	29	1	1	1	0	2	0	9	54
miR-619-5p	49	5178	14893	16266	16195	111	12242	31799	14149	15936	21415	15372	80	87	16790	472007	13468	14511	22387	12703	14894	15	25567	182
miR-620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
miR-621	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	15	2	1	2	1	1	0	6	3
miR-622	1	0	2	1	0	0	5	2	3	4	2	1	0	0	5	110	3	2	0	0	41	0	5	7
miR-623	0	0	0	0	1	0	0	2	2	0	0	1	0	0	0	13	0	0	2	0	2	0	7	8
miR-624-3p	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	2	0	2	5
miR-624-5p	0	0	3	0	0	0	15	0	1	3	3	0	0	0	10	1	3	0	0	0	21	0	0	0
miR-625-5p	0	4	16	0	1	2	32	1	8	7	13	1	0	0	34	14	20	6	0	1	91	0	6	15
miR-626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
miR-627-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
miR-628-3p	0	1	2	0	0	0	10	0	7	2	0	0	0	0	4	15	2	1	0	0	15	0	2	0
miR-628-5p	0	1	0	0	0	0	4	0	2	0	0	0	1	0	7	6	2	3	1	0	3	0	0	1
miR-629-5p	0	3	11	0	0	0	17	2	12	3	11	2	0	0	17	3	7	5	0	1	54	0	3	0
miR-630	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	17	0	0	0	0	2	0	0	0
miR-631	0	1	3	0	1	0	6	14	7	7	12	1	0	0	7	291	5	1	2	2	11	0	14	16
miR-632	0	5	1	0	0	0	4	0	0	3	6	0	0	0	9	41	1	0	1	1	10	0	0	1
miR-633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-634	0	0	1	0	1	0	2	2	2	4	5	2	0	0	6	80	1	0	5	0	5	0	3	3
miR-635	0	0	1	2	1	0	0	1	1	0	2	0	0	0	0	26	0	0	2	0	2	0	6	7
miR-637	0	0	0	0	1	0	0	2	0	1	0	1	0	0	2	59	1	1	1	0	4	0	2	2
miR-638	9	875	1548	476	271	3	441	2269	1234	1852	1520	934	5	2	1089	17691	166	1142	776	525	180	5	42298	279
miR-640	0	1	4	3	7	0	1	48	32	2	1	6	0	1	0	89	1	2	7	5	2	0	69	116
miR-641	0	0	0	0	0	0	4	0	0	0	1	0	0	0	2	9	1	0	1	1	3	0	0	0
miR-642a-5p	0	0	2	0	0	2	7	3	0	2	1	0	0	0	3	20	0	3	0	0	67	0	0	2
miR-642b-5p	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	1	0	1	0	1	0
miR-643	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	14	0	0	0	3	4	0	0	0
miR-644a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	0	1	0
miR-645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	3	1	2	0	2	0
miR-646	0	0	2	1	2	0	0	4	0	1	1	0	1	0	4	98	1	1	5	0	10	0	8	17
miR-647	0	0	0	0	0	0	1	7	13	2	3	0	0	0	2	64	3	3	4	1	6	0	24	26
miR-648	1	0	0	3	0	0	0	6	9	0	2	0	0	0	0	13	0	0	2	0	0	0	47	121
miR-649	0	23	40	12	21	2	67	8	2	42	68	18	0	0	89	1261	25	33	21	12	119	0	11	0
miR-6499-3p	0	0	0	0	1	0	2	1	0	1	1	0	0	0	1	42	0	0	0	0	4	0	2	1
miR-6499-5p	0	0	1	2	1	0	0	3	4	1	1	0	0	0	1	30	0	0	2	0	12	0	26	69
miR-650	0	1	4	1	0	0	1	3	2	0	0	1	0	0	3	105	1	0	3	2	8	0	12	6
miR-6500-3p	0	1	5	6	7	0	3	2	2	7	24	7	0	1	14	758	10	17	5	1	44	0	3	1
miR-6500-5p	0	0	1	0	1	0	1	4	3	2	2	0	0	0	1	75	2	2	3	2	4	0	13	21
miR-6501-3p	0	4	1	0	0	0	1	4	5	0	4	0	0	0	6	83	0	2	0	1	10	0	7	4
miR-6501-5p	0	0	1	0	0	0	0	7	4	1	3	0	0	0	1	57	0	0	2	0	5	0	20	17
miR-6502-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
miR-6502-5p	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	14	1	1	0	0	3	0	2	3
miR-6503-3p	0	1	1	0	0	1	0	1	1	0	0	1	0	0	2	23	0	0	1	2	6	0	3	1
miR-6503-5p	0	0	0	0	1	0	0	1	3	1	0	0	0	0	0	34	0	1	0	2	0	0	6	3
miR-6504-3p	0	1	4	9	5	0	3	68	30	3	8	4	0	0	5	47	2	3	5	7	5	0	107	291
miR-6504-5p	0	1	0	1	0	0	0	7	7	0	0	0	0	0	3	20	1	2	2	0	0	0	18	74
miR-6505-3p	0	0	1	0	0	0	0	2	1	0	1	0	0	0	1	7	0	1	1	0	0	0	0	3
miR-6505-5p	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	12	1	0	2	1	6	0	0	2
miR-6506-3p	0	0	0	0	0	0	1	1	1	2	1	0	0	0	1	29	0	0	1	0	6	0	3	2
miR-6506-5p	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	15	0	1	1	0	1	0	0	1
miR-6507-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	24	0	0	0	0	0	0	0
miR-6508-5p	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	10	0	1	0	0	2	0	1	2
miR-6509-5p	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	1	0	0	2	3	0	1	1
miR-6510-3p	0	2	0	3	1	0	0	7	14	1	2	3	0	0	3	36	2	1	1	0	136	0	22	32
miR-6510-5p	1	31	31	34	24	3	18	252	356	31	19	55	0	0	39	1036	23	15	42	697	50	1	498	287
miR-6511a-3p	0	2	4	7	2	0	10	12	10	5	11	1	0	0	12	303	5	1	5	3	23	0	17	24
miR-6511a-5p	0	9	7	9	5	1	17	92	17	14	12	4	0	0	15	580	4	4	8	32	20	0	30	41
miR-6511b-3p	0	9	9	11	5	0	21	20	22	15	21	2	0	0	30	830	11	13	10	8	37	0	70	42
miR-6512-3p	0	9	16	24	22	0	19	200	87	5	9	13	0	0	10	146	17	7	20	46	8	0	206	653
miR-6512-5p	0	59	105	98	100	0	70	1116	475	48	54	75	0	0	72	641	52	41	140	252	9	0	1139	3082
miR-6513-3p	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	12	2	0	1	0	9	0	2	0
miR-6513-5p	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	11	0	0	1	2	4	0	1	2
miR-651-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	0	0	0
miR-6514-3p	0	0	1	0	0	0	3	4	2	6	3	0	0	0	3	71	1	5	2	0	9	0	9	10
miR-6514-5p	0	0	0	0	0	0	2	1	1	1	0	0	0	0	1	29	1	0	0	1	1	0	3	2
miR-6515-3p	0	0	1	0	0	0	4	0	3	0	1	0	0	0	0	8	0	0	1	0	3	0	10	8
miR-6515-5p	0	0	1	0	0	0	1	93	1	0	0	0	0	0	0	10	0	0	1	0	2	0	6	0
miR-651-5p	0	3	10	0	1	1	16	1	0	0	6	0	0	0	18	5	1	1	0	0	7	0	0	0
miR-6516-3p	0	8	23	0	0	0	81	0	0	21	27	0	0	0	28	5	3	9	1	0	37	0	0	0
miR-6516-5p	0	15	28	1	0	1	143	0	0	31	52	1	0	0	28	22	17	13	0	1	91	0	0	0
miR-652-3p	3	22	44	2	2	3	111	8	212	26	47	1	0	1	98	8	56	16	0	4	554	1	4	7
miR-652-5p	0	1	0	1	0	0	1	3	3	0	0	0	0	0	1	13	0	0	0	0	4	0	6	18
miR-653-3p	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
miR-654-3p	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	14	1	1	0	0	5	0	2	0
