"prot id","symbol","gene id","JCKP5vsWTP5","JCKP10vsWTP10","JCKP15vsWTP15","JCKP20vsWTP20","JCKP26vsWTP26_1","JCKP26vsWTP26_2","JCKP35vsWTP35","JCKP44vsWTP44","JCKP50vsWTP50","JCKP64vsWTP64","Early Spectra","Late Spectra","cluster","Detect FA","fa","early FA","late FA","flipped"
O09118,Ntn1,ENSMUSG00000020902,0.38212904,0.00547595,-0.22551879,0.15677909,-0.40980175,-0.10892358,0.05559689,-0.07420241,-0.19990755,-0.19426215,1,2,e,1,1,1,0,1
Q9D0R8,Lsm12,ENSMUSG00000020922,0.51079021,0.67423382,0.75240653,-0.16283561,-0.42586939,-0.11532949,-0.16002541,-0.03872835,0.00738608,-0.07266658,3,7,e,1,0,0,0,1
Q8BHC4,Dcakd,ENSMUSG00000020935,0.34896729,0.08784600,-0.18030754,0.17640654,-0.14154469,-0.08037471,0.00614321,-0.01996573,-0.06848301,-0.03939339,15,16,e,1,0,0,0,1
Q8BZ60,Ston2,ENSMUSG00000020961,0.47102852,0.40359169,0.19072814,0.11859470,0.09069407,0.15223310,0.04050332,0.06818552,0.12342962,0.01451067,2,8,e,1,0,0,0,1
Q99PM3,Gtf2a1,ENSMUSG00000020962,0.84159490,0.06032052,0.78133539,-0.06456267,-0.40771837,0.10893365,0.11399513,0.20538606,-0.07795248,0.11598078,1,1,e,1,0,0,0,1
Q91YP0,L2hgdh,ENSMUSG00000020988,0.46095128,0.30418706,0.20330465,-0.14063800,-0.01824830,-0.12343473,-0.17056079,-0.31730018,-0.35851684,-0.56313304,14,32,e,1,1,1,1,1
Q9D289,Trappc6b,ENSMUSG00000020993,0.56124708,0.12614102,-0.33953522,0.07772116,-0.27444956,-0.04683807,-0.05406146,-0.11372291,-0.06948185,-0.15155651,7,10,e,1,0,0,0,1
Q8BJ05,Zc3h14,ENSMUSG00000021012,0.11066160,0.03168898,-0.21159724,-0.40879267,-0.14690805,0.27270781,0.26238238,0.14837033,0.04840229,0.01008115,13,8,e,1,0,0,0,1
Q923G2,Polr2h,ENSMUSG00000021018,0.95216137,0.33065441,0.55093910,0.09552663,-0.33964108,0.05198524,-0.07099217,0.18078457,0.52754709,0.24939406,3,1,e,1,0,0,0,1
Q8BGQ1,Vipas39,ENSMUSG00000021038,0.54445597,0.49492793,0.45867226,-0.21711859,-0.39522133,-0.08209825,-0.09303719,-0.02812128,0.00860890,-0.10664143,5,9,e,1,0,0,0,1
Q9D8T7,Slirp,ENSMUSG00000021040,0.32339470,0.31312057,-0.05112495,-0.13270440,-0.33543911,-0.07320007,-0.09017241,-0.21284123,-0.23910887,-0.35911602,19,10,e,1,1,1,1,1
Q9WTS2,Fut8,ENSMUSG00000021065,0.65066128,0.08425767,-0.31525765,-0.61815548,-0.55122017,0.06571975,-0.04062378,-0.43917256,-0.24558429,-0.38274096,5,7,e,1,0,0,0,1
Q8VBT0,Tmx1,ENSMUSG00000021072,0.34454213,0.23382276,-0.03871349,-0.16084996,-0.42645120,0.06723594,0.04488239,0.11661760,0.13917151,0.14935167,7,8,e,1,0,0,0,1
P57746,Atp6v1d,ENSMUSG00000021114,0.25497479,0.03554497,-0.12851793,0.01338401,-0.08151667,-0.08089945,-0.12518943,-0.25509994,-0.26622505,-0.39237739,30,46,e,1,1,1,1,1
Q8VC28,Akr1c13,ENSMUSG00000021213,0.27122768,0.02310513,-0.09484076,-0.18213495,-0.27273395,-0.07116104,-0.01060989,-0.01041906,-0.09233988,-0.22060450,13,21,e,1,0,0,0,1
Q8R1S0,Coq6,ENSMUSG00000021235,-0.00137351,-0.06776981,-0.38653413,-0.16625161,-0.20099154,-0.03709962,-0.22923448,-0.17135191,-0.21700489,-0.44730417,7,11,e,1,1,1,1,1
Q9ERY9,0610007P14Rik,ENSMUSG00000021252,2.37661479,0.83760064,1.11598402,-0.01550419,-0.53166464,0.13210378,-0.02839699,-0.17846893,-0.09990764,-0.26297830,1,5,e,1,0,0,0,1
Q62415,Ppp1r13b,ENSMUSG00000021285,0.47499095,0.11812451,0.35325241,0.13168512,-0.07498962,0.04934566,-0.12749600,0.06760594,-0.01070005,-0.13220322,2,4,e,1,0,0,0,1
O35298,Aoah,ENSMUSG00000021322,0.34394424,0.34530576,-0.06881671,-0.24619553,-0.41100489,-0.46010685,-0.27017480,-0.42794734,-0.20287316,-0.55227836,2,3,e,1,1,1,1,1
Q9CQN6,Tmem14c,ENSMUSG00000021361,1.57476067,1.20495991,1.44683190,-0.63224762,-0.72662322,-0.33289636,-0.01243629,-0.22079056,-0.25959019,-0.38966186,2,3,e,0,0,0,0,1
Q9JLJ4,Elovl2,ENSMUSG00000021364,0.94628391,-0.04029423,-0.13882181,-0.31642871,-0.45388801,-0.12161937,-0.01679350,-0.07633321,-0.10862855,-0.07310676,2,1,e,0,0,0,0,1
Q78JN3,Eci3,ENSMUSG00000021416,0.51433333,0.30364868,0.04432582,-0.23748492,-0.45687377,-0.37202463,-0.38965925,-0.47248397,-0.51772877,-0.85003008,3,24,e,1,1,1,1,1
P70695,Fbp2,ENSMUSG00000021456,0.17822194,-0.00122224,-0.17645918,0.02374906,-0.22447452,-0.01510531,-0.13926283,-0.28432040,-0.20825179,-0.42116692,20,39,e,1,0,0,0,1
Q9CZL5,Pcbd2,ENSMUSG00000021496,0.28040055,0.16118698,-0.37636129,-0.06770769,-0.69287146,-0.19461173,-0.37274368,-0.29634588,-0.17457288,-0.43293776,5,9,e,1,1,1,1,1
Q8K2B3,Sdha,ENSMUSG00000021577,0.23219423,0.15126455,-0.15235506,-0.13946907,-0.36931053,-0.17306962,-0.10868751,-0.31594924,-0.44163065,-0.45481262,120,174,e,1,1,1,1,1
Q3TC33,Ccdc127,ENSMUSG00000021578,0.50606963,0.21577520,-0.28612440,-0.00792109,-0.21695830,0.16930910,-0.09238727,-0.21415357,-0.36811789,-0.24323945,1,4,e,1,1,0,1,1
P52503,Ndufs6,ENSMUSG00000021606,-0.02208841,0.09492934,-0.36803585,-0.15841270,-0.31385923,-0.19618186,-0.11690765,-0.11713735,-0.38084683,-0.40844787,4,30,e,1,1,1,1,1
O88576,Slc6a18,ENSMUSG00000021612,0.26899334,0.14379837,0.48191573,-0.01593815,-0.22266094,-0.13112295,-0.25045491,-0.21472594,-0.10963283,-0.46156334,11,24,e,1,1,1,1,1
Q8R3K3,Ptcd2,ENSMUSG00000021650,1.23058334,0.19834610,-0.50552735,-0.15759618,-0.40827044,-0.38269909,0.11916535,-0.16780811,-0.45664297,-0.54219805,3,13,e,1,1,0,1,1
Q8R2Q4,Gfm2,ENSMUSG00000021666,0.27140023,-0.08014818,-0.12696364,-0.45353869,-0.26412187,-0.05230201,-0.05685081,-0.25393156,-0.27761199,-0.35702242,16,28,e,1,1,1,1,1
Q9QXM1,Jmy,ENSMUSG00000021690,0.28941727,0.26447490,-0.33574193,-0.01386277,-0.75192000,0.05789482,-0.07490992,-0.20203735,-0.17401823,-0.08149916,1,3,e,1,1,0,1,1
Q3TIR1,Trappc13,ENSMUSG00000021711,0.35620996,0.01274720,-0.32287573,-0.01148996,-0.17696707,0.02785837,-0.03373898,-0.03306214,0.01802742,-0.08637772,4,8,e,1,0,0,0,1
Q9D0G0,Mrps30,ENSMUSG00000021731,0.15855307,0.09140294,-0.14029110,-0.03595278,-0.22508800,0.01587292,-0.09565494,-0.25097075,-0.19889759,-0.33244661,17,20,e,1,0,0,0,1
Q61469,Plpp1,ENSMUSG00000021759,0.59102649,0.06364067,0.12624634,0.17727189,-0.17973870,-0.02697545,-0.07004916,-0.19408198,-0.34802573,-0.08686503,3,8,e,1,0,0,0,1
Q8BIG7,Comtd1,ENSMUSG00000021773,-0.06775618,0.06645689,-0.11473196,-0.13650591,-0.75777357,-0.24216474,-0.18398167,-0.27880847,-0.26950897,-0.33873783,1,4,e,1,0,0,0,1
Q9D404,Oxsm,ENSMUSG00000021786,0.31263403,0.63105751,-0.34524818,-0.28122682,-0.51624351,-0.07998465,-0.10192362,-0.30446028,-0.19602456,-0.49461253,1,11,e,1,1,1,1,1
P23492,Pnp,ENSMUSG00000021871,0.33063798,0.01722368,0.00384968,0.07565276,-0.24075620,-0.05118536,-0.14189403,-0.08074706,-0.08062352,-0.05511234,37,35,e,1,0,0,0,1
Q91Y86,Mapk8,ENSMUSG00000021936,0.30291102,0.21075222,-0.04257437,-0.21093160,-0.33533256,0.07773643,-0.03441212,0.05806371,0.01518202,-0.08555123,9,4,e,0,0,0,0,1
Q9CY45,Eef1akmt1,ENSMUSG00000021951,0.21496062,0.03021101,-0.10737945,-0.33121054,-0.38770195,-0.07754914,-0.14374082,-0.10871540,-0.15624330,-0.11504791,2,2,e,1,1,0,1,1
Q9Z2F7,Bnip3l,ENSMUSG00000022051,3.43513406,-0.40037678,2.33372671,0.54513420,-0.41884897,-0.24677916,-0.11883617,-0.02266157,-0.10333276,-0.22921151,1,4,e,0,0,0,0,1
Q9EPK7,Xpo7,ENSMUSG00000022100,0.35964221,0.14305703,0.19761157,-0.26998094,-0.08702302,-0.01946795,0.14993629,-0.10097711,-0.10064206,-0.13223977,18,30,e,1,0,0,0,1
Q91YW3,Dnajc3,ENSMUSG00000022136,0.24513852,0.36185742,0.10924461,0.26973420,-0.13588072,-0.03565394,-0.10157997,-0.08569700,-0.16533450,-0.20280072,22,27,e,1,0,0,0,1
Q9QXW9,Slc7a8,ENSMUSG00000022180,0.84364175,0.36405388,0.41217129,-0.40558835,-0.42276807,-0.02444371,-0.12321309,-0.28723404,-0.50757709,-0.59142775,11,20,e,1,1,1,1,1
O55234,Psmb5,ENSMUSG00000022193,0.27739708,-0.07746566,-0.29325617,-0.18816892,-0.30868459,-0.11081731,-0.08088500,-0.13044329,-0.14946532,-0.24158802,15,25,e,1,0,0,0,1
Q9CRA5,Golph3,ENSMUSG00000022200,1.26385183,0.33254074,0.04801541,-0.17169360,-0.35143612,-0.01710124,-0.02119076,-0.05276405,-0.04370411,-0.17798949,2,8,e,1,0,0,0,1
Q91VU6,Dcaf11,ENSMUSG00000022214,0.78750255,0.70435075,0.67817881,-1.01541599,-1.04633460,-0.02251831,-0.04213803,-0.08866476,-0.09918937,-0.11980440,6,12,e,1,0,0,0,1
Q9JLF6,Tgm1,ENSMUSG00000022218,0.08283281,-0.13845588,-0.27885698,-0.22757129,-0.49567537,-0.30895909,-0.30226176,-0.25216567,-0.04691336,-0.35481879,23,18,e,1,0,0,0,1
Q8R1G2,Cmbl,ENSMUSG00000022235,0.39058318,0.07566858,-0.37105819,-0.42517482,-0.66483292,-0.10028243,-0.29419030,-0.47250780,-0.36470056,-0.68041886,11,16,e,1,1,1,1,1
Q9CRD2,Emc2,ENSMUSG00000022337,0.19543585,0.09977011,-0.38709331,-0.14103079,-0.34477126,0.01731074,-0.00744232,-0.10884733,-0.04782455,-0.06578321,3,11,e,1,0,0,0,1
O70579,Slc25a17,ENSMUSG00000022404,1.07344374,0.09290305,0.69327404,-0.03606808,-0.21641669,-0.18081232,-0.34977834,-0.33967649,-0.24844912,-0.49459933,2,9,e,1,1,0,1,1
Q9CPQ3,Tomm22,ENSMUSG00000022427,0.55277266,-0.28175832,0.06110050,0.12651518,-0.04722736,-0.05607078,-0.05541655,-0.27313451,-0.32696060,-0.33303597,6,16,e,1,0,0,0,1
Q9D706,Rpap3,ENSMUSG00000022466,0.00352795,-0.06097786,-0.45448228,-0.02916156,-0.55103037,-0.00701558,0.01582911,0.10382804,0.00854400,0.10111682,2,14,e,1,0,0,0,1
Q8VHN8,Nudt16l1,ENSMUSG00000022516,0.34834113,-0.10360773,0.05933069,-0.19205035,0.01587110,0.07530019,0.00666707,-0.08858763,-0.03684713,-0.02500633,3,5,e,1,0,0,0,1
Q9QXN5,Miox,ENSMUSG00000022613,0.27243905,0.16221426,-0.24500399,-0.24345182,-0.45210289,-0.26002763,-0.15400489,-0.53530957,-0.61441005,-0.80134530,31,48,e,1,1,1,1,1
Q9D2M8,Ube2v2,ENSMUSG00000022674,0.12812281,0.05539110,-0.01186944,-0.21910229,-0.41806006,-0.10232706,-0.19091247,0.00935544,-0.03461170,-0.14937366,3,5,e,1,0,0,0,1
Q61666,Hira,ENSMUSG00000022702,0.46836673,0.24605812,0.49584000,-0.10735935,-0.22214546,0.02387455,0.12033424,-0.17174081,-0.07987774,-0.09571245,1,3,e,1,0,0,0,1
Q9Z2Q5,Mrpl40,ENSMUSG00000022706,0.55307944,-0.01367804,-0.04889172,-0.25489076,-0.29938176,-0.00082521,-0.16781155,-0.09955603,-0.19083125,-0.22568344,2,8,e,1,0,0,0,1
Q9D6Y9,Gbe1,ENSMUSG00000022707,0.35253994,0.11900093,0.19048541,-0.09941413,-0.12496713,-0.04598230,-0.00783134,-0.26320698,-0.32339846,-0.26219620,21,32,e,1,1,0,1,1
Q8CD15,Mina,ENSMUSG00000022724,0.52256022,0.41845371,0.42431879,0.11424956,0.04459808,0.16612223,0.09688573,0.17769871,0.14220541,0.15109908,7,5,e,1,0,0,0,1
P36552,Cpox,ENSMUSG00000022742,-0.01074005,0.11175672,0.00511910,-0.22365234,-0.32172472,-0.13876932,-0.08540791,-0.39769593,-0.19030367,-0.34086563,30,27,e,1,1,0,1,1
Q99JN2,Klhl22,ENSMUSG00000022750,0.82445178,0.27966939,-0.29128529,-0.42111112,-0.70580981,-0.10052288,-0.23694247,-0.19302299,-0.18051466,-0.11971100,3,4,e,1,0,0,0,1
Q9Z1A1,Tfg,ENSMUSG00000022757,0.21170928,-0.03241130,-0.30463911,-0.10001762,-0.07493286,0.03884037,-0.21045890,-0.04009234,-0.01827233,-0.15071998,18,22,e,1,0,0,0,1
Q9CQ49,Ncbp2,ENSMUSG00000022774,0.45805441,-0.02937133,-0.24059671,0.10536109,-0.39208454,0.03606961,0.12398603,0.29648217,0.08272408,0.15282809,5,4,e,1,0,0,0,1
Q8BYL4,Yars2,ENSMUSG00000022792,0.06997784,0.12304766,-0.28792116,-0.06145876,-0.14356116,0.00532699,-0.02985666,-0.22448761,-0.20191653,-0.41858940,12,14,e,1,1,0,1,1
Q91YJ2,Snx4,ENSMUSG00000022808,0.12877516,-0.07772083,-0.13752453,-0.24159082,-0.35631986,-0.03008596,-0.11676418,-0.23189929,-0.11422764,-0.22671769,15,22,e,1,0,0,0,1
P08228,Sod1,ENSMUSG00000022982,0.16810190,0.32413189,-0.34175077,-0.11133355,-0.31067310,-0.11880547,-0.27625805,-0.32419858,-0.31192925,-0.39909275,35,74,e,1,1,1,1,1
Q9DBE0,Csad,ENSMUSG00000023044,0.16103019,-0.11131701,-0.19709182,-0.57101823,-0.75127294,-0.19937812,-0.27069010,-0.32715227,-0.19468006,-0.33929757,34,46,e,1,1,1,1,1
P97473,Tarbp2,ENSMUSG00000023051,0.85322531,0.50799387,-0.38233352,0.16086275,-0.11106904,0.15630947,0.41085099,-0.44023206,-0.01551510,-0.13389604,1,1,e,1,0,0,0,1
Q78J03,Msrb2,ENSMUSG00000023094,0.07422000,0.13072880,-0.29446418,-0.06500110,-0.20001740,-0.03049484,-0.30633406,-0.37503548,-0.18686052,-0.44127968,14,11,e,1,1,1,1,1
Q8CIG8,Prmt5,ENSMUSG00000023110,0.29990707,0.23997979,0.18888508,-0.06561968,-0.27702192,-0.05739452,0.06330654,0.10254592,0.04433674,0.02344393,20,21,e,1,0,0,0,1
Q8CIW6,Slc26a6,ENSMUSG00000023259,0.18584513,0.26138132,-0.35843983,-0.28203871,-0.43520389,0.07117301,-0.20570839,-0.45575681,-0.41120087,-0.37286856,1,3,e,0,0,0,0,1
Q9Z1Y4,Trip6,ENSMUSG00000023348,0.49139133,0.36439671,0.02402244,-0.43432319,-0.55397009,-0.09003744,0.00472297,-0.18390887,0.00472550,0.10045736,13,12,e,1,1,1,1,1
Q8BSF4,Pisd,ENSMUSG00000023452,0.27952865,0.18399368,0.15953556,-0.03987539,-0.22223722,-0.12417878,-0.22902608,-0.20183107,-0.13293991,-0.23124639,10,8,e,1,1,1,1,1
P63030,Mpc1,ENSMUSG00000023861,0.63836710,0.38454655,-0.60363085,-0.23095047,-0.52677744,-0.06384310,-0.07345509,-0.20414306,-0.34429395,-0.45181160,2,8,e,1,0,0,0,1
Q9JIM1,Slc29a1,ENSMUSG00000023942,0.31837054,0.31913533,-0.37698741,-0.01488763,-0.49610884,-0.23593850,-0.39566088,-0.65926197,-0.70690766,-0.80627269,1,6,e,1,0,0,0,1
Q6WKZ8,Ubr2,ENSMUSG00000023977,0.53542264,0.21530325,-0.04454435,0.01803177,-0.19253414,0.12745271,0.12109062,-0.05423967,0.11504891,0.04236388,11,11,e,1,0,0,0,1
Q791T5,Mtch1,ENSMUSG00000024012,0.26175800,0.06740827,0.00484585,-0.03191517,-0.04558067,-0.01192224,-0.09599106,-0.18193965,-0.22137297,-0.27636780,20,27,e,1,1,1,1,1
P63082,Atp6v0c,ENSMUSG00000024121,1.37250815,-0.24991325,0.64975234,-0.03154917,-0.11321805,0.17367687,-0.21125972,-0.27530496,-0.10100486,-0.14637505,12,10,e,1,0,0,0,1
P42125,Eci1,ENSMUSG00000024132,0.27917751,0.21760995,0.02134715,-0.46654688,-0.50440526,-0.15269257,-0.12294827,-0.15244910,-0.37905976,-0.40705391,44,45,e,1,1,1,1,1
Q9D0D3,Mtpap,ENSMUSG00000024234,0.14422055,0.36920958,0.19182105,-0.29171231,-0.44698509,-0.03174604,-0.04225995,-0.22778715,-0.29516770,-0.29874168,2,14,e,1,0,0,0,1
Q61387,Cox7a2l,ENSMUSG00000024248,0.45232927,0.33856126,-0.55040691,-0.00352208,-0.27614448,0.04870202,-0.09716617,0.09132618,-0.27350549,-0.08311306,2,2,e,1,1,1,1,1
Q9CQS4,Slc25a46,ENSMUSG00000024259,0.50005403,-0.03567197,-0.05915348,-0.07771168,-0.09810622,-0.08015622,-0.12955558,-0.22031163,-0.11383127,-0.32380444,4,18,e,1,1,1,1,1
Q8BGU5,Ccny,ENSMUSG00000024286,2.07752543,0.24368430,0.24817258,0.40134402,-0.07721672,0.02669469,0.04122510,0.00578029,-0.00703775,-0.17461990,1,6,e,1,1,1,1,1
Q80SY4,Mib1,ENSMUSG00000024294,0.38622046,0.18711150,-0.29884692,0.05273724,0.03810686,-0.02568817,-0.07123265,-0.20357003,-0.22002182,-0.29061205,5,13,e,1,0,0,0,1
Q9EPK6,Sil1,ENSMUSG00000024357,0.90271297,0.41276471,0.07627648,0.22049216,-0.10988605,0.02510520,-0.02368661,-0.01429212,-0.14086286,-0.12537653,8,7,e,1,0,0,0,1
P19426,Nelfe,ENSMUSG00000024369,0.87261819,0.13746679,-0.44428734,-0.11808543,-0.06300205,0.03853517,0.08703678,-0.18573318,-0.10810684,-0.16525125,1,8,e,1,0,0,0,1
Q99MZ6,Myo7b,ENSMUSG00000024388,0.10072450,-0.10148157,-0.22777652,-0.21003213,-0.27346736,-0.11094541,-0.21680406,-0.44187442,-0.34754841,-0.50956109,44,100,e,1,1,1,1,1
Q99N84,Mrps18b,ENSMUSG00000024436,0.20903129,0.46007338,0.05843233,-0.17203322,-0.39853042,-0.06492673,-0.02360763,-0.19822512,-0.16304095,-0.29830904,2,4,e,1,0,0,0,1
Q06318,Scgb1a1,ENSMUSG00000024653,1.81102515,-0.08707432,1.70673168,-0.35059932,-1.15960564,-0.32056715,0.34764357,-0.20539369,0.01943545,0.25056483,3,4,e,1,0,0,0,1
Q80UY1,Carnmt1,ENSMUSG00000024726,0.69246950,0.03571534,-0.11479315,0.33511962,-0.17994006,0.07345059,-0.00510867,0.09153541,0.00277409,0.12895631,1,5,e,1,0,0,0,1
Q9CR24,Nudt8,ENSMUSG00000024869,1.28776095,-0.09404009,0.19859563,-0.09768469,-0.61816318,-0.25344834,-0.23658205,-0.36331748,-0.41043676,-0.47085653,1,9,e,1,1,1,1,1
Q9JHE3,Asah2,ENSMUSG00000024887,0.42189474,0.23812827,-0.08046533,-0.28481588,-0.65390131,-0.33578385,-0.41284366,-0.57695302,-0.21469826,-0.44467374,3,1,e,1,1,1,1,1
Q922D4,Ppp6r3,ENSMUSG00000024908,0.41717234,0.22023823,0.04679652,-0.35446267,-0.29865417,-0.02361348,-0.06609619,-0.09271586,-0.11081155,-0.10000168,25,27,e,1,0,0,0,1
P51906,Slc1a1,ENSMUSG00000024935,0.96894424,-0.02062299,0.44601977,-0.28598077,-0.02209164,-0.13387294,-0.37182699,-0.39215752,-0.42422481,-0.67469524,6,10,e,1,1,1,1,1
P51432,Plcb3,ENSMUSG00000024960,0.50338760,0.23333116,0.30458570,-0.11751078,-0.22894261,0.02779434,-0.01254124,0.15009502,0.03957002,0.07833790,9,15,e,1,0,0,0,1
Q9D8N2,Fam45a,ENSMUSG00000024993,1.05166994,0.08457423,-0.05354842,0.09957434,-0.20086226,-0.06987492,-0.20404768,-0.07835310,0.03023093,-0.08597754,3,15,e,1,0,0,0,1
Q3V1L4,Nt5c2,ENSMUSG00000025041,0.33463110,0.05580135,-0.19485360,-0.18671549,-0.35002754,0.01448806,-0.04106401,-0.04725759,0.08166160,-0.10159556,8,12,e,1,0,0,0,1
Q9D136,Ogfod3,ENSMUSG00000025169,0.21176793,0.31845834,0.05065431,-0.23810203,-0.37164126,0.17943072,0.04524813,0.03376876,0.31136587,-0.16153721,3,1,e,1,1,0,1,1
Q9D8X1,Cutc,ENSMUSG00000025193,0.26384644,0.00183914,-0.05667130,0.03536844,-0.25211039,-0.03496838,-0.02716295,-0.10991970,0.02046315,-0.20653967,7,11,e,1,0,0,0,1
Q91W61,Fbxl15,ENSMUSG00000025226,0.46929479,0.48407155,-0.25798548,-0.23729238,-0.35309951,-0.02586728,0.00254752,-0.18578756,-0.27993604,-0.24447701,3,6,e,1,1,0,1,1
P62855,Rps26,ENSMUSG00000025362,0.41005838,-0.02720666,-0.20011071,-0.03374998,-0.17190979,-0.02636275,0.05694661,0.05213631,-0.23714569,-0.08589998,30,19,e,1,0,0,0,1
Q8R2Y9,Nabp2,ENSMUSG00000025374,0.28937120,0.17808808,-0.25577106,0.07433800,-0.13660848,0.04591430,0.15624660,0.03991124,0.17845678,0.01905763,1,3,e,0,0,0,0,1
O35566,Cd151,ENSMUSG00000025510,0.56509201,-0.00834583,0.12245268,0.53347046,-0.00132877,-0.00703290,0.02646380,0.01925006,0.11720490,0.07890265,3,6,e,1,0,0,0,1
Q91VR2,Atp5c1,ENSMUSG00000025781,0.17560703,-0.04925636,-0.10805189,0.04498075,-0.19916015,-0.17985927,-0.02207553,-0.29547249,-0.36331994,-0.27724709,55,102,e,1,1,1,1,1
Q9D0F9,Pgm2,ENSMUSG00000025791,0.15691387,0.14219434,-0.12111867,-0.00158345,-0.16536550,-0.11593676,-0.29233412,-0.27393268,-0.29379859,-0.47509672,42,68,e,1,1,1,1,1
Q9D1H7,Get4,ENSMUSG00000025858,0.23387626,-0.00151586,-0.23215867,-0.27369343,-0.28824191,-0.11231890,-0.05805476,-0.08876119,-0.02916434,-0.00954335,3,6,e,1,0,0,0,1
Q9CQF6,Aasdhppt,ENSMUSG00000025894,0.13864906,0.00876639,-0.47797349,-0.06476044,-0.24086800,-0.07663759,-0.08297773,-0.23498927,-0.13154006,-0.17700009,4,5,e,1,0,0,0,1
P97823,Lypla1,ENSMUSG00000025903,0.35206145,0.07843610,-0.15494918,-0.21257986,-0.27754914,-0.20407969,-0.34199113,-0.25549117,-0.24305581,-0.49310389,5,16,e,1,1,1,1,1
Q8VCH7,Rdh10,ENSMUSG00000025921,0.25461354,-0.49380208,-0.00276817,-2.40181011,-1.91416682,-0.12078825,0.03903621,-0.03586654,-0.01492957,0.06913427,3,11,e,1,1,1,0,1
Q91V04,Tram1,ENSMUSG00000025935,0.54761550,0.44043818,0.22727569,0.00252897,-0.37632053,-0.00921850,-0.20896500,0.03958141,0.16860782,0.07724511,5,5,e,1,1,1,0,1
Q8BHE8,9430016H08Rik,ENSMUSG00000025971,1.29404367,0.42300393,0.59444794,-0.64635650,-0.66523103,-0.26394020,-0.15592495,-0.27759111,-0.30071209,-0.48504209,2,9,e,1,1,1,1,1
P51174,Acadl,ENSMUSG00000026003,0.06224926,0.00216377,-0.14146048,-0.26731256,-0.24039059,-0.08087878,-0.17071324,-0.26871999,-0.30139717,-0.33902516,74,104,e,1,1,1,1,1
P63166,Sumo1,ENSMUSG00000026021,0.40955806,0.35970874,0.19578188,0.01143021,-0.40857478,0.04511766,0.22528217,0.13723738,0.15608206,0.12964142,10,4,e,1,0,0,0,1
Q920R0,Als2,ENSMUSG00000026024,0.12420189,0.14822013,-0.22649675,0.04196971,-0.24604511,0.11025179,-0.00411922,-0.16092415,-0.08433980,-0.03707264,3,5,e,1,0,0,0,1
Q9CQZ6,Ndufb3,ENSMUSG00000026032,0.17181141,-0.12399075,-0.28456244,0.00290387,-0.35042017,-0.16606473,-0.18023053,-0.20618615,-0.28087088,-0.41970342,6,10,e,1,1,1,1,1
Q9EQ80,Nif3l1,ENSMUSG00000026036,0.69345723,0.61323189,0.43723806,-0.76922614,-0.55287833,0.18548611,-0.14036290,-0.09780261,0.17880647,0.20068468,11,12,e,1,0,0,0,1
P49442,Inpp1,ENSMUSG00000026102,0.27146495,0.05028765,0.09037085,-0.22031467,-0.29098085,0.18918406,-0.09425691,0.00334448,0.13870839,0.09640113,5,11,e,1,0,0,0,1
Q6PCP5,Mff,ENSMUSG00000026150,0.18982913,0.07576400,-0.31082734,-0.17718146,-0.27528725,-0.11536847,-0.19305005,-0.14202185,-0.10740886,-0.25573071,3,4,e,1,0,0,0,1
Q8K2K6,Agfg1,ENSMUSG00000026159,0.18359877,0.05095323,-0.30627034,-0.22592478,-0.19427632,0.11331780,-0.05716210,-0.00721177,0.00853395,0.06667222,9,10,e,1,0,0,0,1
O88697,Stk16,ENSMUSG00000026201,0.78107793,0.81888661,0.08067966,0.03256999,-0.14365391,0.02214210,0.75179247,-0.04394245,-0.17039812,-0.14775615,1,3,e,1,0,0,0,1
Q9Z2W0,Dnpep,ENSMUSG00000026209,0.26343963,0.13881946,-0.04621005,-0.29797892,-0.28693828,-0.14060574,-0.07192253,-0.01666804,0.02141788,-0.05508115,40,28,e,1,0,0,0,1
Q99LC3,Ndufa10,ENSMUSG00000026260,0.27026124,0.23044065,-0.16358753,-0.13828545,-0.20188130,-0.12722411,-0.23867861,-0.30451949,-0.38472200,-0.50854810,21,60,e,1,1,1,1,1
Q8BGE6,Atg4b,ENSMUSG00000026280,0.46487115,0.11374838,-0.05704855,0.07827609,-0.06559696,0.05935172,0.16769926,-0.12198931,0.02204187,-0.22757921,6,5,e,1,0,0,0,1
Q8R519,Acmsd,ENSMUSG00000026348,0.16455901,0.34117083,0.10832300,-0.17509293,-0.28970506,-0.04956320,-0.39487164,-0.56119900,-0.44694699,-0.59200177,9,32,e,1,1,1,1,1
Q9CR23,Tmem9,ENSMUSG00000026411,0.59428820,0.19307876,0.00731736,-0.15081008,-0.10844569,0.10075151,-0.10758307,-0.27093461,-0.07902723,-0.08172093,2,4,e,1,1,1,1,1
Q8VEH3,Arl8a,ENSMUSG00000026426,0.82340382,-0.05558325,-0.01083144,0.18363377,-0.12854307,0.01363345,0.02797532,0.06375601,0.06747669,0.07289890,10,21,e,1,0,0,0,1
Q04899,Cdk18,ENSMUSG00000026437,0.37720171,0.15721407,0.32933132,0.04335291,-0.06913769,-0.02611769,0.08553767,-0.27386293,-0.23327161,-0.10907048,4,5,e,1,0,0,0,1
Q9DB73,Cyb5r1,ENSMUSG00000026456,0.37793068,-0.05383527,-0.22167859,-0.14105923,-0.42239632,-0.13388980,-0.23077779,-0.24529138,-0.19800457,-0.22955118,4,8,e,1,1,0,1,1
